@relation datacenter_ai_environmental_waste_risk_v2-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R27-29-weka.filters.unsupervised.attribute.NumericToNominal-R16-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute active_power_w numeric
@attribute energy_consumption_kwh numeric
@attribute water_usage_effectiveness numeric
@attribute carbon_intensity_gco2_kwh numeric
@attribute inlet_temperature_c numeric
@attribute exhaust_temperature_c numeric
@attribute delta_t_c numeric
@attribute fan_speed_rpm numeric
@attribute cooling_method {air,liquid,immersion,hybrid}
@attribute cpu_utilization_percent numeric
@attribute memory_utilization_percent numeric
@attribute gpu_power_w numeric
@attribute gpu_utilization_percent numeric
@attribute gpu_temperature_c numeric
@attribute gpu_core_frequency_mhz numeric
@attribute num_gpus {1,2,4,8,16}
@attribute ai_workload_type {training,inference,fine_tuning,idle}
@attribute batch_size numeric
@attribute num_epochs numeric
@attribute model_parameter_size_million numeric
@attribute training_samples numeric
@attribute job_duration_hours numeric
@attribute job_status {success,failed,aborted,running}
@attribute rack_power_density_kw numeric
@attribute gpu_sharing_mode {full_gpu,temporal_sharing,mig,none}
@attribute power_cap_w numeric
@attribute environmental_waste_risk_level {baixo,moderado,alto}

@data
0.48225,0.485965,0.126068,0.54994,0.5,0.547718,0.576923,0.448166,hybrid,0.650602,0.8625,0.720517,0.847826,0.825397,0.663219,4,fine_tuning,0.249634,0.114094,0.112162,0.123727,0.108697,success,0.076522,full_gpu,0.673192,baixo
0.104482,0.103509,0.09188,0.167268,0.039063,0.095436,0.14011,0.248697,air,0.542169,0.725,0.171244,0.652174,0.412698,0.489981,4,inference,0.124573,0,0.023274,0.019225,0.002703,running,0.022609,temporal_sharing,0.127249,baixo
0.814411,0.813158,1,0.155235,0.273438,0.165975,0.151099,0.045343,hybrid,0.024096,0.2625,0.074313,0.054348,0.063492,0.240465,4,idle,0,0,0.001373,0.000211,0.001297,success,0,temporal_sharing,0.054409,baixo
0.194815,0.197368,0.040598,0.34657,0.304688,0.454357,0.521978,0.325661,liquid,0.46988,0.725,0.363489,0.73913,0.539683,0.676147,2,inference,0.007328,0,0.019894,0.044676,0.020485,success,0.014783,temporal_sharing,0.258025,moderado
0.535325,0.538596,0.198718,0.529483,0.460938,0.628631,0.697802,0.544064,hybrid,0.855422,0.7625,0.704362,0.826087,0.793651,0.753717,8,fine_tuning,0.187103,0.154362,0.082277,0.183663,0.120372,success,0.096522,full_gpu,0.655203,baixo
0.775923,0.783333,0.111111,0.322503,0.46875,0.483402,0.502747,0.476788,liquid,0.963855,0.85,0.807754,0.978261,0.84127,0.897867,16,training,0.124573,0.657718,0.4547,0.774723,0.379493,success,0.20087,full_gpu,0.935362,baixo
0.768014,0.770175,0.399573,0.659446,0.765625,0.844398,0.876374,0.729517,liquid,0.506024,0.6125,0.822294,0.423913,0.873016,0.581771,16,fine_tuning,0.187103,0.194631,0.162237,0.143203,0.399654,failed,0.201739,full_gpu,0.982363,alto
0.090422,0.090351,0.032051,0.152828,0.242188,0.153527,0.145604,0.238369,air,0.626506,0.65,0.122779,0.695652,0.412698,0.320621,2,inference,0.062042,0,0.016529,0.025147,0.009189,success,0.018261,mig,0.123721,baixo
0.720562,0.716667,0.442308,0.38452,0.6875,0.792531,0.835165,0.645913,hybrid,0.686747,0.8,0.725363,0.576087,0.825397,0.646412,8,training,0.499756,0.630872,0.531191,0.613834,0.594238,failed,0.66087,temporal_sharing,0.858907,alto
0.984183,0.985088,0.136752,0.38452,0.453125,0.649378,0.788462,0.670749,immersion,0.939759,0.85,0.899838,0.934783,0.777778,0.845507,16,training,0.749878,0.456376,0.953217,0.841104,0.465272,success,0.182609,full_gpu,1,baixo
0.280053,0.307895,0.258547,0.377858,0.375,0.599585,0.68956,0.443641,hybrid,0.53012,0.6125,0.347334,0.402174,0.539683,0.408533,4,inference,0.062042,0,0.036866,0.020025,0.007135,success,0.067826,temporal_sharing,0.328571,moderado
0.54833,0.553509,0.179487,0.286402,0.609375,0.678423,0.711538,0.636078,liquid,0.301205,0.3875,0.636511,0.23913,0.679474,0.426632,8,idle,0.00342,0,0.000856,0.000275,0.031025,failed,0.166087,mig,0.708995,alto
0.852373,0.85614,0.410256,0.527076,0.84375,0.885892,0.903846,0.911478,air,0.445783,0.6,0.886914,0.304348,0.936508,0.581771,16,inference,0.062042,0,0.017607,0.016337,0.040214,failed,0.895652,full_gpu,1,alto
0.021178,0.02193,0.07265,0.091456,0.046875,0.089212,0.129121,0.032114,air,0.13253,0.0875,0.037157,0.043478,0.015873,0.447964,2,idle,0.00342,0,0.001476,0.000866,0.002919,success,0,none,0.033069,baixo
0.597715,0.601754,0.066239,0.161252,0.257813,0.446058,0.527473,0.394659,liquid,0.831325,0.725,0.843296,0.771739,0.84127,0.936652,8,training,1,0.214765,0.527694,0.763107,0.150749,success,0.126957,full_gpu,0.835802,baixo
0.262566,0.265789,0.098291,0.361011,0.296875,0.431535,0.494505,0.31499,hybrid,0.626506,0.5375,0.476575,0.771739,0.619048,0.705882,4,inference,0.062042,0,0.040467,0.024176,0.00173,success,0.035652,temporal_sharing,0.350529,moderado
0.408612,0.405263,0.057692,0.323706,0.25,0.360996,0.417582,0.32812,liquid,0.674699,0.6,0.408724,0.75,0.666667,0.588235,8,inference,0.007328,0,0.06467,0.041382,0.02789,success,0.087826,temporal_sharing,0.466402,moderado
0.434359,0.433333,0.262821,0.357401,0.390625,0.541494,0.607143,0.597423,hybrid,0.518072,0.8625,0.575121,0.543478,0.730159,0.612153,8,fine_tuning,0.124573,0.147651,0.100415,0.112904,0.132479,success,0.106957,full_gpu,0.555556,moderado
0.886731,0.598246,0.410256,0.635379,0.648438,0.73029,0.766484,0.486944,air,0.445783,0.5875,0,0.141304,0.793651,0.497738,8,fine_tuning,0.124573,0.167785,0.115011,0.098186,0.313172,failed,0.608696,mig,0.78836,alto
0.443937,0.447368,0.188034,0.505415,0.492188,0.620332,0.675824,0.575588,liquid,0.819277,0.825,0.481422,0.771739,0.730159,0.797673,8,fine_tuning,0.187103,0.147651,0.182352,0.099477,0.142965,success,0.108696,temporal_sharing,0.59903,baixo
0.379086,0.384211,0.200855,0.341757,0.382813,0.410788,0.436813,0.454756,hybrid,0.783133,0.65,0.709208,0.793478,0.809524,0.832579,4,fine_tuning,0.374695,0.107383,0.1129,0.138463,0.045943,success,0.071304,temporal_sharing,0.471517,baixo
0.59051,0.582456,0.367521,0.374248,0.679687,0.605809,0.590659,0.667994,hybrid,0.626506,0.8875,0.542811,0.75,0.746032,0.756949,8,fine_tuning,0.374695,0.040268,0.052805,0.043337,0.167937,success,0.104348,full_gpu,0.824868,moderado
0.316169,0.314035,0.147436,0.403129,0.515625,0.460581,0.456044,0.337858,hybrid,0.542169,0.7625,0.495961,0.630435,0.68254,0.721396,4,inference,0.062042,0,0.051004,0.024047,0.022215,success,0.047826,mig,0.382981,baixo
0.168893,0.168421,0.068376,0.129964,0.273438,0.375519,0.428571,0.253565,hybrid,0.807229,0.6625,0.326333,0.826087,0.666667,0.605042,4,fine_tuning,0.030777,0.013423,0.053661,0.063096,0.075023,success,0.035652,temporal_sharing,0.234127,baixo
0.74174,0.736842,0.128205,0.140794,0.367187,0.506224,0.568681,0.443051,liquid,0.915663,0.725,0.819063,0.771739,0.84127,0.727214,16,training,0.374695,0.14094,0.725881,0.239982,0.269661,success,0.141739,full_gpu,0.871076,baixo
0.465817,0.461404,0.147436,0.245487,0.492188,0.616183,0.67033,0.603521,hybrid,0.698795,0.725,0.660743,0.804348,0.793651,0.83969,8,fine_tuning,0.187103,0.107383,0.072817,0.1124,0.116642,success,0.107826,full_gpu,0.587566,baixo
0.377856,0.381579,0.25,0.394705,0.492188,0.585062,0.629121,0.449198,air,0.361446,0.4625,0.483037,0.336957,0.679474,0.426632,4,inference,0.124573,0,0.033841,0.026569,0.023458,success,0.26087,temporal_sharing,0.532628,alto
0.226274,0.225439,0.076923,0.222623,0.242188,0.348548,0.403846,0.286318,air,0.759036,0.65,0.500808,0.826087,0.698413,0.552036,4,fine_tuning,0.187103,0.040268,0.015319,0.045218,0.052592,success,0.026957,full_gpu,0.278483,baixo
0.865378,0.853509,0.141026,0.528279,0.429688,0.647303,0.733516,0.58862,liquid,0.795181,0.8125,0.726979,0.858696,0.825397,0.736264,16,training,1,0.731544,0.619327,0.326403,0.273607,success,0.225217,full_gpu,1,baixo
0.873374,0.859649,0.192308,0.54272,0.421875,0.628631,0.711538,0.650339,hybrid,0.771084,0.9375,0.699515,0.858696,0.793651,0.74596,16,training,0.374695,0.33557,0.440842,0.387844,0.222258,success,0.202609,full_gpu,1,baixo
0.404218,0.396491,0.126068,0.351384,0.375,0.585062,0.67033,0.524884,hybrid,0.73494,0.85,0.452342,0.771739,0.68254,0.609567,4,fine_tuning,0.124573,0.067114,0.164332,0.036763,0.081401,running,0.05913,full_gpu,0.55873,moderado
0.648506,0.651754,0.410256,0.611312,0.609375,0.740664,0.793956,0.727058,liquid,0.518072,0.65,0.733441,0.467391,0.809524,0.568843,8,fine_tuning,0.187103,0.14094,0.095825,0.094094,0.259121,success,0.617391,full_gpu,0.823633,alto
0.055975,0.055263,0.064103,0.064982,0.28125,0.074689,0.027473,0.041949,air,0.156627,0.275,0.038772,0.065217,0.079365,0.32256,2,idle,0.000489,0,0.001623,0.000323,0.000595,success,0,temporal_sharing,0.074162,baixo
0.33471,0.332456,0.141026,0.180505,0.484375,0.570539,0.612637,0.409413,hybrid,0.783133,0.875,0.620355,0.684783,0.761905,0.749192,4,fine_tuning,0.249634,0.107383,0.053956,0.143429,0.183774,success,0.057391,full_gpu,0.418959,moderado
0.335677,0.290351,0.130342,0.080626,0.359375,0.396266,0.425824,0.20537,hybrid,0.831325,0.8125,0.526656,0.858696,0.679474,0.50808,8,training,0.374695,0.194631,0.331203,0.50622,0.151343,success,0.066087,full_gpu,0.42134,baixo
0.48761,0.490351,0.042735,0.12515,0.140625,0.410788,0.521978,0.309285,liquid,0.795181,0.7375,0.718901,0.869565,0.873016,0.843568,8,training,0.249634,0.248322,0.619844,0.678446,0.182314,success,0.072174,full_gpu,0.657672,baixo
0.383831,0.380702,0.209858,0.551143,0.320313,0.518672,0.601648,0.528327,immersion,0.855422,0.75,0.594507,0.913043,0.746032,0.727214,8,fine_tuning,0.187103,0.147651,0.104016,0.156006,0.044106,success,0.083478,full_gpu,0.538536,baixo
0.389279,0.39386,0.24359,0.370638,0.492188,0.585062,0.629121,0.454165,hybrid,0.373494,0.475,0.491115,0.336957,0.634921,0.426632,4,inference,0.124573,0,0.036792,0.028615,0.023999,success,0.252174,temporal_sharing,0.541446,alto
0.753954,0.697368,0.790598,0.67148,0.765625,0.834025,0.862637,0.486944,hybrid,0.518072,0.625,0.822294,0.434783,0.873016,0.581771,16,fine_tuning,0.187103,0.234899,0.191753,0.173896,0.432085,failed,0.189565,full_gpu,0.964727,alto
0.543585,0.538596,0.230769,0.344164,0.476563,0.877593,0.942308,0.704682,air,0.518072,0.875,0.688207,0.456522,0.793651,0.61086,8,fine_tuning,0.374695,0.228188,0.084107,0.102022,0.180423,success,0.911304,full_gpu,0.809083,moderado
0.358963,0.364035,0.16453,0.377858,0.546875,0.593361,0.620879,0.502705,air,0.686747,0.7375,0.50727,0.695652,0.714286,0.5766,4,fine_tuning,0.249634,0.080537,0.214584,0.077583,0.116696,success,0.044348,full_gpu,0.485979,moderado
0.768014,0.762281,0.431624,0.67148,0.765625,0.844398,0.876374,0.734435,hybrid,0.506024,0.65,0.822294,0.423913,0.873016,0.588235,16,fine_tuning,0.249634,0.248322,0.176995,0.153434,0.399654,failed,0.773913,full_gpu,0.964727,alto
0.257645,0.251754,0.147436,0.209386,0.296875,0.346473,0.381868,0.372971,air,0.686747,0.5125,0.529887,0.565217,0.650794,0.456367,4,inference,0.015144,0,0.052451,0.049974,0.018377,success,0.06087,mig,0.315344,moderado
0.86116,0.864912,0.559829,0.864019,0.882813,0.927386,0.945055,0.921314,air,0.638554,0.725,0.919225,0.478261,0.777778,0.646412,16,training,0.499756,0.630872,0.575466,0.613834,0.648289,failed,0.921739,full_gpu,1,alto
0.250264,0.245614,0.098291,0.33574,0.390625,0.439834,0.472527,0.547556,air,0.566265,0.5,0.491115,0.630435,0.619048,0.606335,4,inference,0.062042,0,0.022314,0.030948,0.017783,success,0.045217,full_gpu,0.346561,baixo
0.223902,0.225439,0.277778,0.33213,0.492188,0.493776,0.508242,0.585227,hybrid,0.638554,0.525,0.332795,0.391304,0.555556,0.422107,4,inference,0.030777,0,0.03877,0.025134,0.008486,success,0.053913,full_gpu,0.312963,moderado
0.398858,0.400877,0.294872,0.527076,0.578125,0.73444,0.796703,0.564031,liquid,0.614458,0.65,0.693053,0.554348,0.793651,0.601164,4,fine_tuning,0.124573,0.073826,0.091368,0.086078,0.122642,success,0.061739,full_gpu,0.592857,moderado
0.089192,0.088596,0.070513,0.061372,0.265625,0.172199,0.162088,0.262614,air,0.506024,0.4125,0.101777,0.673913,0.380952,0.488688,1,inference,0.007328,0,0.001771,0.006982,0.011513,success,0,temporal_sharing,0.122487,baixo
0.078032,0.077193,0.038462,0.188929,0.242188,0.105809,0.082418,0.128799,hybrid,0.39759,0.65,0.135703,0.554348,0.679474,0.534583,2,inference,0.124573,0,0.009062,0.002529,0.008594,success,0.005217,full_gpu,0.093651,baixo
0.534271,0.539474,0.378205,0.605295,0.570313,0.678423,0.725275,0.63116,liquid,0.409639,0.525,0.652666,0.358696,0.761905,0.478345,8,fine_tuning,0.187103,0.14094,0.103204,0.092048,0.269931,failed,0.513043,full_gpu,0.691358,alto
0.136731,0.137719,0.149573,0.323706,0.265625,0.504149,0.601648,0.314055,hybrid,0.493976,0.5875,0.345719,0.543478,0.492063,0.516484,1,inference,0.062042,0,0.059594,0.006314,0.028377,success,0.006087,mig,0.170106,moderado
0.901142,0.726316,0.271368,0.406739,0.726563,0.813278,0.848901,0.486944,hybrid,0.518072,0.625,0.033926,0.097826,0.857143,0.549451,16,training,0.249634,0.597315,0.472159,0.531985,0.637479,aborted,0.721739,full_gpu,0.929453,alto
0.677153,0.675439,0.213675,0.334537,0.296875,0.452282,0.521978,0.607455,immersion,0.771084,0.8375,0.781906,0.684783,0.888889,0.765999,16,training,0.124573,0.281879,0.499579,0.568667,0.504135,success,0.186087,full_gpu,0.840212,moderado
0.794464,0.790351,0.399573,0.517449,0.6875,0.738589,0.763736,0.724698,liquid,0.710843,0.8875,0.791599,0.695652,0.84127,0.764059,16,training,0.374695,0.201342,0.558612,0.780574,0.434517,success,0.24087,full_gpu,1,moderado
0.676362,0.669298,0.061966,0.327316,0.460938,0.529046,0.565934,0.359496,liquid,0.771084,0.75,0.751212,0.913043,0.825397,0.829994,16,training,0.249634,0.308725,0.298986,0.767222,0.512999,success,0.137391,full_gpu,0.910847,baixo
0.774077,0.777193,0.271368,0.44284,0.6875,0.792531,0.835165,0.864316,air,0.084337,0.575,0.789984,0.119565,0.857143,0.588235,16,idle,0.00342,0,0.001668,0.000561,0.034268,running,0.24,full_gpu,0.982363,alto
0.723023,0.721053,0.275641,0.626955,0.53125,0.599585,0.634615,0.746435,hybrid,0.698795,0.825,0.812601,0.73913,0.825397,0.836458,16,training,0.249634,0.557047,0.434378,0.190593,0.320037,success,0.26087,full_gpu,1,moderado
0.008436,0.008772,0.064103,0.039711,0.09375,0.041494,0.049451,0.090784,air,0.012048,0.025,0.012924,0,0.015873,0.158371,1,idle,0.000489,0,0.000753,0.000228,0.003784,success,0,mig,0.012875,baixo
0.387083,0.382456,0.143162,0.167268,0.414063,0.396266,0.406593,0.486944,air,0.855422,0.875,0.368336,0.75,0.634921,0.601164,4,fine_tuning,0.187103,0.208054,0.121489,0.108976,0.088049,running,0.076522,full_gpu,0.542328,moderado
0.756678,0.751754,0.24359,0.493381,0.414063,0.609959,0.68956,0.642028,hybrid,0.927711,0.825,0.760905,0.673913,0.84127,0.751778,16,training,0.374695,0.402685,0.845378,0.570114,0.239717,success,0.166957,full_gpu,1,moderado
0.604569,0.609649,0.378205,0.599278,0.609375,0.719917,0.766484,0.650831,liquid,0.445783,0.575,0.701131,0.380435,0.679474,0.497738,8,fine_tuning,0.187103,0.167785,0.115011,0.099209,0.296957,success,0.6,mig,0.78836,alto
0.016608,0.015789,0.209858,0.21059,0.21875,0.072614,0.046703,0.02513,air,0.048193,0.25,0.033926,0.130435,0.063492,0.210084,1,idle,0,0,0.000236,0.00014,0.002594,success,0,none,0.037302,baixo
0.293761,0.305263,0.311966,0.555957,0.59375,0.661826,0.695055,0.664601,air,0.421687,0.7,0.536349,0.521739,0.650794,0.581771,4,inference,0.030777,0,0.038799,0.017319,0.00373,success,0.346087,temporal_sharing,0.50776,moderado
0.402988,0.399123,0.155983,0.154031,0.34375,0.375519,0.403846,0.399331,hybrid,0.662651,0.55,0.633279,0.48913,0.714286,0.561086,8,inference,0.249634,0,0.04668,0.023774,0.016053,success,0.094783,full_gpu,0.451058,moderado
0.786819,0.785965,0.401709,0.581227,0.6875,0.732365,0.755495,0.718944,hybrid,0.674699,0.95,0.694669,0.619565,0.777778,0.764059,16,training,0.124573,0.751678,0.64967,0.880946,0.535322,success,0.226087,full_gpu,1,moderado
0.929701,0.932456,0.517094,0.827918,0.921875,0.958506,0.972527,0.93115,air,0.590361,0.7,0.951535,0.478261,0.968254,0.659341,16,training,0.499756,0.798658,0.70829,0.757069,0.756392,failed,0.965217,temporal_sharing,1,alto
0.220475,0.222807,0.149573,0.323706,0.3125,0.450207,0.489011,0.446346,air,0.710843,0.5,0.439418,0.543478,0.679474,0.628313,4,inference,0.249634,0,0.051565,0.009934,0.007081,success,0.06,full_gpu,0.288007,baixo
0.340246,0.345614,0.111111,0.358604,0.429688,0.425311,0.43956,0.495082,hybrid,0.554217,0.6125,0.442649,0.608696,0.650794,0.508727,4,inference,0.062042,0,0.033708,0.05009,0.017945,success,0.050435,full_gpu,0.469665,baixo
0.301494,0.307018,0.130342,0.255114,0.351563,0.456432,0.508242,0.462673,air,0.638554,0.85,0.6979,0.76087,0.746032,0.667098,4,fine_tuning,0.187103,0.04698,0.088136,0.14531,0.029512,success,0.034783,full_gpu,0.367725,moderado
0.225132,0.226316,0.155983,0.545126,0.523437,0.483402,0.483516,0.466755,liquid,0.626506,0.475,0.294023,0.576087,0.52381,0.519069,4,inference,0.124573,0,0.064523,0.016952,0.011891,success,0.041739,temporal_sharing,0.273986,moderado
0.105448,0.105263,0.209858,0.215403,0.023438,0.082988,0.129121,0.220911,air,0.46988,0.575,0.266559,0.663043,0.444444,0.570136,1,inference,0.015144,0,0.019451,0.003739,0.008486,running,0,full_gpu,0.132981,baixo
0.327329,0.332456,0.232906,0.410349,0.445312,0.514523,0.552198,0.526065,hybrid,0.674699,0.8125,0.521809,0.771739,0.714286,0.707175,4,fine_tuning,0.249634,0.154362,0.095057,0.145174,0.032593,success,0.076522,full_gpu,0.51746,moderado
0.959578,0.953509,0.527778,0.773767,0.921875,0.96888,0.986264,0.916396,air,0.60241,0.7125,0.96769,0.48913,0.825397,0.678733,16,training,0.499756,0.765101,0.649257,0.716145,0.756392,failed,0.208696,full_gpu,1,alto
0.194288,0.190351,0.102564,0.109507,0.125,0.246888,0.31044,0.486944,hybrid,0.698795,0.375,0.31664,0.695652,0.52381,0.387201,4,inference,0.030777,0,0.002081,0.016862,0.010918,success,0.052174,temporal_sharing,0.23933,baixo
0.335237,0.333333,0.128205,0.045728,0.148438,0.319502,0.398352,0.215452,hybrid,0.855422,0.875,0.471729,0.858696,0.698413,0.762767,4,fine_tuning,0.124573,0.107383,0.088402,0.042003,0.014972,success,0.030435,full_gpu,0.46649,baixo
0.744464,0.744737,0.288462,0.587244,0.515625,0.585062,0.620879,0.595013,hybrid,0.879518,0.7625,0.817447,0.793478,0.873016,0.807369,16,training,0.249634,0.469799,0.508139,0.937897,0.197989,success,0.222609,full_gpu,0.963051,moderado
0.1558,0.15614,0.113248,0.320096,0.4375,0.458506,0.450549,0.312039,hybrid,0.39759,0.475,0.418417,0.728261,0.52381,0.62702,2,inference,0.249634,0,0.01737,0.030521,0.013297,success,0.012174,mig,0.199471,moderado
0.724077,0.727193,0.42094,0.647413,0.726563,0.823651,0.862637,0.724599,air,0.46988,0.6625,0.798061,0.402174,0.857143,0.562379,16,fine_tuning,0.187103,0.208054,0.154858,0.143203,1,failed,0.226957,full_gpu,0.929453,alto
0.081371,0.085088,0.123932,0.507822,0.476563,0.628631,0.692308,0.349956,air,0.277108,0.2875,0.174475,0.293478,0.253968,0.323853,2,idle,0.000489,0,0.006007,0.0007,0.01308,success,0.015652,mig,0.118254,moderado
0.729438,0.723684,0.123932,0.22142,0.429688,0.466805,0.494505,0.52877,immersion,0.722892,1,0.765751,0.73913,0.793651,0.689076,16,training,0.749878,0.85906,0.715374,0.851555,0.631858,success,0.20087,full_gpu,0.861111,moderado
0.616432,0.615789,0.155983,0.211793,0.507813,0.541494,0.565934,0.594177,liquid,0.831325,0.875,0.79483,0.76087,0.84127,0.707822,8,training,0.124573,0.42953,0.396641,0.409215,0.28339,success,0.108696,full_gpu,0.7694,moderado
0.353251,0.357018,0.192308,0.298436,0.453125,0.564315,0.615385,0.414773,liquid,0.385542,0.5,0.466882,0.358696,0.619048,0.413704,4,inference,0.062042,0,0.026461,0.016337,0.021296,running,0.234783,mig,0.506173,alto
0.984183,0.991228,0.130342,0.219013,0.429688,0.587137,0.653846,0.633127,liquid,0.86747,0.8375,0.896607,0.826087,0.888889,0.884939,16,training,0.374695,0.402685,0.608303,0.97242,0.428409,success,0.233913,full_gpu,1,baixo
0.438401,0.431579,0.294872,0.498195,0.226563,0.423237,0.508242,0.455149,hybrid,0.626506,0.775,0.536349,0.663043,0.714286,0.67033,8,inference,0.249634,0,0.0705,0.018293,0.003405,running,0.38087,temporal_sharing,0.6,moderado
0.260369,0.255263,0.132479,0.44284,0.4375,0.435685,0.450549,0.4521,hybrid,0.481928,0.775,0.315024,0.836957,0.587302,0.647059,4,inference,0.062042,0,0.056362,0.016443,0.010918,success,0.056522,mig,0.351058,baixo
0.264938,0.268421,0.029915,0.293622,0.265625,0.325726,0.365385,0.193715,air,0.819277,0.5625,0.470113,0.891304,0.730159,0.49192,4,fine_tuning,0.249634,0.060403,0.054251,0.025835,0.04416,success,0.056522,full_gpu,0.370547,baixo
0.551757,0.546491,0.149573,0.472924,0.382813,0.651452,0.755495,0.602243,immersion,0.759036,0.825,0.733441,0.73913,0.857143,0.794441,8,training,0.749878,0.590604,0.769905,0.430962,0.389871,success,0.093043,full_gpu,0.748589,baixo
0.869947,0.87193,0.50641,0.791817,0.882813,0.937759,0.958791,0.90656,air,0.578313,0.6875,0.927302,0.467391,0.679474,0.646412,16,training,0.374695,0.731544,0.664015,0.716145,0.729366,success,0.930435,full_gpu,1,alto
0.896309,0.890351,0.209858,0.851986,0.921875,0.958506,0.972527,0.940986,air,0.60241,0.7125,0.943457,0.48913,0.968254,0.659341,16,training,0.374695,0.832215,0.737806,0.777531,0.799632,failed,0.956522,full_gpu,1,alto
0.530316,0.533333,0.273504,0.466907,0.40625,0.582988,0.656593,0.530638,hybrid,0.506024,0.7625,0.402262,0.576087,0.666667,0.609567,8,fine_tuning,0.062042,0.174497,0.123984,0.166208,0.121723,success,0.117391,temporal_sharing,0.729365,moderado
0.168541,0.17193,0.126068,0.196149,0.320313,0.466805,0.532967,0.299597,air,0.518072,0.4875,0.387722,0.663043,0.539683,0.614092,2,inference,0.030777,0,0.06681,0.034778,0.026323,success,0.013043,temporal_sharing,0.245591,moderado
0.218278,0.219298,0.021368,0.180505,0.140625,0.414938,0.527473,0.36889,air,0.855422,0.8875,0.450727,0.858696,0.730159,0.771816,2,fine_tuning,0.249634,0.100671,0.019082,0.026568,0.030971,success,0.010435,temporal_sharing,0.257143,baixo
0.137698,0.135965,0.100427,0.176895,0.320313,0.369295,0.403846,0.22155,air,0.542169,0.5375,0.263328,0.597826,0.47619,0.462831,1,inference,0.062042,0,0.065748,0.041104,0.010864,success,0.001739,temporal_sharing,0.165608,moderado
0.215729,0.213158,0.111111,0.38452,0.492188,0.510373,0.53022,0.393577,hybrid,0.554217,0.6875,0.470113,0.402174,0.571429,0.536522,2,inference,0.007328,0,0.050635,0.021935,0.026377,success,0.023478,mig,0.259171,moderado
0.724429,0.721053,0.393162,0.38452,0.671875,0.786307,0.832418,0.830235,liquid,0.746988,0.775,0.819063,0.652174,0.904762,0.782805,16,training,0.749878,0.557047,0.906743,0.916154,0.469758,success,0.243478,full_gpu,1,moderado
0.584007,0.574561,0.17094,0.345367,0.40625,0.605809,0.686813,0.486944,hybrid,0.975904,0.8625,0.751212,0.869565,0.857143,0.769877,8,training,0.249634,0.879195,0.47821,0.745038,0.446949,success,0.113913,full_gpu,0.803527,baixo
0.264938,0.264912,0.267094,0.388688,0.445312,0.43361,0.445055,0.377053,air,0.373494,0.5,0.453958,0.5,0.571429,0.440207,4,inference,0.007328,0,0.040393,0.033427,0.010486,success,0.051304,temporal_sharing,0.361728,moderado
0.755712,0.757895,0.25641,0.38452,0.765625,0.834025,0.862637,0.596735,liquid,0.518072,0.625,0.814216,0.434783,0.857143,0.568843,16,inference,0.030777,0,0.026461,0.015314,0.967029,failed,0.284348,mig,0.964727,alto
0.644991,0.639474,0.33547,0.527076,0.648438,0.73029,0.766484,0.616406,hybrid,0.433735,0.5625,0.725363,0.391304,0.809524,0.504202,8,fine_tuning,0.124573,0.154362,0.115011,0.094094,0.286147,success,0.617391,temporal_sharing,0.823633,alto
0.329877,0.333333,0.055556,0.098676,0.273438,0.334025,0.373626,0.28922,hybrid,0.638554,0.875,0.764136,0.684783,0.809524,0.767292,4,fine_tuning,0.374695,0.067114,0.071607,0.040149,0.122318,success,0.063478,mig,0.448501,moderado
0.622144,0.625439,0.388889,0.575211,0.609375,0.751037,0.807692,0.682797,immersion,0.542169,0.7,0.709208,0.445652,0.793651,0.575307,8,training,0.249634,0.463087,0.206511,0.255745,0.486136,failed,0.591304,temporal_sharing,0.78836,alto
0.394552,0.4,0.113248,0.219013,0.242188,0.43361,0.516484,0.394561,liquid,0.650602,0.775,0.610662,0.771739,0.746032,0.731739,8,training,0.124573,0.167785,0.710902,0.451603,0.494081,success,0.053913,full_gpu,0.518871,baixo
0.207381,0.205263,0.087607,0.333333,0.398438,0.387967,0.401099,0.377545,liquid,0.385542,0.6375,0.495961,0.652174,0.603175,0.537815,2,inference,0.030777,0,0.072241,0.038075,0.026485,success,0.018261,temporal_sharing,0.283422,moderado
0.44464,0.448246,0.399573,0.719615,0.648438,0.709544,0.739011,0.486944,liquid,0.204819,0.3125,0.547658,0.184783,0.714286,0.394312,4,idle,0.000489,0,0.000266,0.000183,0.022377,running,0.313043,full_gpu,0.567901,alto
0.352548,0.35,0.115385,0.241877,0.351563,0.603734,0.703297,0.586555,hybrid,0.638554,0.875,0.712439,0.728261,0.793651,0.679379,4,fine_tuning,0.124573,0.14094,0.102245,0.072342,0.062807,success,0.061739,full_gpu,0.462698,baixo
0.490334,0.485088,0.282051,0.503008,0.53125,0.605809,0.642857,0.498377,immersion,0.614458,0.725,0.596123,0.608696,0.730159,0.588235,8,training,0.374695,0.395973,0.324577,0.337594,0.518567,running,0.46087,mig,0.656085,alto
0.783568,0.782456,0.121795,0.32491,0.492188,0.63278,0.692308,0.639864,hybrid,0.963855,0.925,0.877221,0.858696,0.888889,0.822237,16,training,0.249634,0.442953,0.646497,0.783994,0.228474,success,0.171304,full_gpu,0.931834,moderado
